p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.88548291126579e-35	0.367429737206648	0.781	0.586	7.35913561689228e-31	21	PDIA3
3.03272487952385e-35	0.277426884683857	0.738	0.538	7.73466153273763e-31	21	HMGN1
3.10656236087024e-35	0.358609246551146	0.256	0.137	7.92297664516346e-31	21	FAR1
3.15490874365424e-35	0.330937884883196	0.551	0.366	8.04627925981577e-31	21	RHEB
4.71741836279611e-35	0.314354962858311	0.465	0.293	1.20313037924752e-30	21	FAAP20
5.18700837977711e-35	0.369432480580273	0.344	0.204	1.32289461717835e-30	21	RAB4A
5.56728895024603e-35	0.378082991448528	0.277	0.153	1.41988137387075e-30	21	CTBP1
6.06449464987456e-35	0.365996394828045	0.276	0.152	1.54668871550401e-30	21	TAF11
6.16737751549819e-35	0.307868876802565	0.547	0.364	1.57292796155266e-30	21	POLR1D
6.66325348306753e-35	0.46356500260705	0.339	0.202	1.69939616832154e-30	21	ARCN1
6.7664029077599e-35	0.423460846497158	0.33	0.195	1.72570339759509e-30	21	NOLC1
8.09954966895342e-35	0.255061723559142	0.319	0.182	2.06570914756988e-30	21	USP47
8.22570433791851e-35	0.274147510551105	0.531	0.342	2.09788363434274e-30	21	PDCD6
8.60452414992781e-35	0.279809228120909	0.558	0.37	2.19449783919759e-30	21	ATP5MC1
